user_id,radius,iteration,FN,TP,test_size,FN_p,TP_p
6109,5,0,24,71,95,0.25263157894736843,0.7473684210526316
6187,5,0,0,6,6,0.0,1.0
6053,5,0,0,15,15,0.0,1.0
6104,5,0,3,1,4,0.75,0.25
5943,5,0,0,9,9,0.0,1.0
6168,5,0,0,240,240,0.0,1.0
5989,5,0,0,6,6,0.0,1.0
5963,5,0,11,9,20,0.55,0.45
6194,5,0,0,80,80,0.0,1.0
6003,5,0,15,223,238,0.06302521008403361,0.9369747899159664
6167,5,0,6,4,10,0.6,0.4
6004,5,0,13,122,135,0.0962962962962963,0.9037037037037037
6054,5,0,0,14,14,0.0,1.0
6170,5,0,4,30,34,0.11764705882352941,0.8823529411764706
6063,5,0,8,2,10,0.8,0.2
5988,5,0,0,17,17,0.0,1.0
6075,5,0,0,12,12,0.0,1.0
6061,5,0,0,26,26,0.0,1.0
5965,5,0,0,45,45,0.0,1.0
6040,5,0,10,2,12,0.8333333333333334,0.16666666666666666
6106,5,0,0,30,30,0.0,1.0
6082,5,0,2,11,13,0.15384615384615385,0.8461538461538461
6031,5,0,2,23,25,0.08,0.92
6039,5,0,3,55,58,0.05172413793103448,0.9482758620689655
6189,6,0,2,20,22,0.09090909090909091,0.9090909090909091
5936,6,0,0,31,31,0.0,1.0
6087,6,0,0,18,18,0.0,1.0
5973,6,0,0,34,34,0.0,1.0
6085,6,0,0,34,34,0.0,1.0
5948,6,0,1,41,42,0.023809523809523808,0.9761904761904762
5974,6,0,0,10,10,0.0,1.0
6090,6,0,0,1,1,0.0,1.0
6068,6,0,0,35,35,0.0,1.0
6024,6,0,1,1,2,0.5,0.5
5976,6,0,12,68,80,0.15,0.85
5962,6,0,0,59,59,0.0,1.0
6033,6,0,4,20,24,0.16666666666666666,0.8333333333333334
6038,6,0,0,7,7,0.0,1.0
6042,6,0,0,49,49,0.0,1.0
5924,6,0,0,50,50,0.0,1.0
6083,6,0,0,12,12,0.0,1.0
6178,6,0,13,212,225,0.057777777777777775,0.9422222222222222
6086,6,0,0,25,25,0.0,1.0
5945,6,0,0,95,95,0.0,1.0
5925,6,0,0,122,122,0.0,1.0
5935,6,0,0,3,3,0.0,1.0
6073,6,0,5,2,7,0.7142857142857143,0.2857142857142857
